date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:26	42098/42098	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8c106cd2f2%22	https://rubikcare.com/frontassets/global/css/plugins-rtl.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/global/css/plugins-rtl.min.css	(from https://rubikcare.com/)
15:46:26	80251/80251	---MCZ	200	added ('OK')	text/css	etag:W/%221d825399923c57b%22	https://rubikcare.com/frontassets/layouts/layout/css/layout-rtl.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/layouts/layout/css/layout-rtl.min.css	(from https://rubikcare.com/)
15:46:27	32459/32459	---MCZ	200	added ('OK')	text/css	etag:W/%221d82539992282cb%22	https://rubikcare.com/frontassets/layouts/layout/css/themes/darkblue-rtl.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/layouts/layout/css/themes/darkblue-rtl.min.css	(from https://rubikcare.com/)
15:46:27	0/0	---M--	200	added ('OK')	text/css	etag:%221d825399922fc00%22	https://rubikcare.com/frontassets/layouts/layout/css/custom-rtl.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/layouts/layout/css/custom-rtl.min.css	(from https://rubikcare.com/)
15:46:27	55415/55415	---MCZ	200	added ('OK')	text/css	etag:W/%221d82539b06131f7%22	https://rubikcare.com/frontassets/plugins/fontawesome/css/fontawesome.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/plugins/fontawesome/css/fontawesome.min.css	(from https://rubikcare.com/)
15:46:27	56851/56851	---MCZ	200	added ('OK')	text/css	etag:W/%221d82539b0613793%22	https://rubikcare.com/frontassets/plugins/fontawesome/css/all.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/plugins/fontawesome/css/all.min.css	(from https://rubikcare.com/)
15:46:28	31000/31000	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:55%20GMT	https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/Rubickare/stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://rubikcare.com/)
15:46:28	14988/14988	---MCZ	200	added ('OK')	text/css	etag:W/%221d8b88d8e9d780c%22	https://rubikcare.com/frontassets/plugins/select2/css/select2.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/plugins/select2/css/select2.min.css	(from https://rubikcare.com/)
15:46:28	9782/9782	---M-Z	200	added ('OK')	text/css	etag:%225eb03d8e-2636%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-select/1.13.1/css/bootstrap-select.min.css	C:/My%20Web%20Sites/Rubickare/cdnjs.cloudflare.com/ajax/libs/bootstrap-select/1.13.1/css/bootstrap-select.min.css	(from https://rubikcare.com/)
15:46:29	32637/32637	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5d-7f7d%22	https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/0.8.2/css/flag-icon.min.css	C:/My%20Web%20Sites/Rubickare/cdnjs.cloudflare.com/ajax/libs/flag-icon-css/0.8.2/css/flag-icon.min.css	(from https://rubikcare.com/)
15:46:29	77356/77356	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8bdac6a3ac%22	https://rubikcare.com/assets/css/style.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/assets/css/style.css	(from https://rubikcare.com/)
15:46:29	3351/3351	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8c0fd3ed17%22	https://rubikcare.com/frontassets/css/owl.carousel.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/css/owl.carousel.min.css	(from https://rubikcare.com/)
15:46:29	1013/1013	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8c0fd3e3f5%22	https://rubikcare.com/frontassets/css/owl.theme.default.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/css/owl.theme.default.min.css	(from https://rubikcare.com/)
15:46:29	69845/69845	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8c0fd2713b%22	https://rubikcare.com/frontassets/css/style-profile.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/css/style-profile.css	(from https://rubikcare.com/)
15:46:30	120855/120855	---MCZ	200	added ('OK')	text/css	etag:W/%221d8c5e15f9d6062%22	https://rubikcare.com/frontassets/css/style.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/css/style.css	(from https://rubikcare.com/)
15:46:30	263414/263414	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8d4e19cbf6%22	https://rubikcare.com/frontassets/styles.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/styles.css	(from https://rubikcare.com/)
15:46:30	104601/104601	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8bef0a7342%22	https://rubikcare.com/frontassets/enhancement.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/enhancement.css	(from https://rubikcare.com/)
15:46:30	33027/33027	---MCZ	200	added ('OK')	text/css	etag:W/%221d8ad8d51b1d703%22	https://rubikcare.com/frontassets/responsive-en.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/responsive-en.css	(from https://rubikcare.com/)
15:46:31	5992/5992	---MCZ	200	added ('OK')	text/css	etag:W/%221d82539667914e8%22	https://rubikcare.com/frontassets/global/plugins/bootstrap-toastr/toastr-rtl.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/global/plugins/bootstrap-toastr/toastr-rtl.min.css	(from https://rubikcare.com/)
15:46:31	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%221d82539b061d87b%22	https://rubikcare.com/frontassets/plugins/fancybox/jquery.fancybox.min.css	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/plugins/fancybox/jquery.fancybox.min.css	(from https://rubikcare.com/)
15:46:31	2144/2144	---M--	200	added ('OK')	image/png	etag:%221d8ad8bdb602c60%22	https://rubikcare.com/assets/img/favicon.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/assets/img/favicon.png	(from https://rubikcare.com/)
15:46:31	47671/47671	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8ad8c7b1d0837%22	https://rubikcare.com/frontassets/img/logo.svg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/logo.svg	(from https://rubikcare.com/)
15:46:32	142109/142109	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:30%20GMT	https://rubikcare.com/Home/PatientPharmacyHome	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/PatientPharmacyHome.html	(from https://rubikcare.com/)
15:46:32	131983/131983	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:30%20GMT	https://rubikcare.com/home/BlogList	C:/My%20Web%20Sites/Rubickare/rubikcare.com/home/BlogList.html	(from https://rubikcare.com/)
15:46:32	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2023%20Sep%202022%2013:46:30%20GMT	https://rubikcare.com/club/index	C:/My%20Web%20Sites/Rubickare/rubikcare.com/club/index	(from https://rubikcare.com/)
15:46:32	135005/135005	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:30%20GMT	https://rubikcare.com/patient/Login?ReturnUrl=%2Fclub%2Findex	C:/My%20Web%20Sites/Rubickare/rubikcare.com/patient/Loginf603.html	(from https://rubikcare.com/)
15:46:33	138171/138171	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:31%20GMT	https://rubikcare.com/home/MyCart	C:/My%20Web%20Sites/Rubickare/rubikcare.com/home/MyCart.html	(from https://rubikcare.com/)
15:46:33	134985/134985	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:31%20GMT	https://rubikcare.com/patient/Login	C:/My%20Web%20Sites/Rubickare/rubikcare.com/patient/Login.html	(from https://rubikcare.com/)
15:46:33	133007/133007	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:31%20GMT	https://rubikcare.com/doctor/login	C:/My%20Web%20Sites/Rubickare/rubikcare.com/doctor/login.html	(from https://rubikcare.com/)
15:46:34	132984/132984	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:32%20GMT	https://rubikcare.com/Pharmaceutical/login	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Pharmaceutical/login.html	(from https://rubikcare.com/)
15:46:34	134150/134150	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:32%20GMT	https://rubikcare.com/Pharmacy/Login	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Pharmacy/Login.html	(from https://rubikcare.com/)
15:46:34	134053/134053	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:32%20GMT	https://rubikcare.com/OtherProvider/Login	C:/My%20Web%20Sites/Rubickare/rubikcare.com/OtherProvider/Login.html	(from https://rubikcare.com/)
15:46:35	69480/69480	---M--	200	added ('OK')	image/jpeg	etag:%221d8cea9b8a542e8%22	https://api.rubikcare.com/Upload/reduced_20220922193535836969My%20project%203.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_20220922193535836969My%20project%203.jpg	(from https://rubikcare.com/)
15:46:36	72275/72275	---M--	200	added ('OK')	image/png	etag:%221d8cea7d11272d3%22	https://api.rubikcare.com/Upload/reduced_20220922192157820963My%20project1.png	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_20220922192157820963My%20project1.png	(from https://rubikcare.com/)
15:46:36	62012/62012	---M--	200	added ('OK')	image/png	etag:%221d8cea747fcc3bc%22	https://api.rubikcare.com/Upload/reduced_2022092219187372961My%20project.png	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_2022092219187372961My%20project.png	(from https://rubikcare.com/)
15:46:36	1527/1527	---M--	200	added ('OK')	image/png	etag:%221d8ad8c7f49ca77%22	https://rubikcare.com/frontassets/img/specialities/specialities-02.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/specialities/specialities-02.png	(from https://rubikcare.com/)
15:46:36	8443/8443	---M--	200	added ('OK')	image/png	etag:%221d8ad8c7f49ef7b%22	https://rubikcare.com/frontassets/img/specialities/specialities-03.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/specialities/specialities-03.png	(from https://rubikcare.com/)
15:46:37	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2023%20Sep%202022%2013:46:35%20GMT	https://rubikcare.com/Patient/otherproviderHome?Type=1	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Patient/otherproviderHomeb1e5	(from https://rubikcare.com/)
15:46:37	135027/135027	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:35%20GMT	https://rubikcare.com/patient/Login?ReturnUrl=%2FPatient%2FotherproviderHome%3FType%3D1	C:/My%20Web%20Sites/Rubickare/rubikcare.com/patient/Loginca43.html	(from https://rubikcare.com/)
15:46:38	1918/1918	---M--	200	added ('OK')	image/png	etag:%221d8ad8c7f49c8fe%22	https://rubikcare.com/frontassets/img/specialities/microscope.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/specialities/microscope.png	(from https://rubikcare.com/)
15:46:38	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2023%20Sep%202022%2013:46:36%20GMT	https://rubikcare.com/Patient/otherproviderHome?Type=2	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Patient/otherproviderHome0769	(from https://rubikcare.com/)
15:46:38	135026/135026	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:36%20GMT	https://rubikcare.com/patient/Login?ReturnUrl=%2FPatient%2FotherproviderHome%3FType%3D2	C:/My%20Web%20Sites/Rubickare/rubikcare.com/patient/Loginf1eb.html	(from https://rubikcare.com/)
15:46:38	2162/2162	---M--	200	added ('OK')	image/png	etag:%221d8ad8c7f49c7f2%22	https://rubikcare.com/frontassets/img/specialities/skeleton-view.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/specialities/skeleton-view.png	(from https://rubikcare.com/)
15:46:38	2413/2413	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8ad8c7eb1306d%22	https://rubikcare.com/frontassets/img/icons/vedio-calll-active.svg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/vedio-calll-active.svg	(from https://rubikcare.com/)
15:46:39	2413/2413	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8ad8c7eb1306d%22	https://rubikcare.com/frontassets/img/icons/vedio-calll.svg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/vedio-calll.svg	(from https://rubikcare.com/)
15:46:39	1100/1100	---M--	200	added ('OK')	image/png	etag:%221d8ad8c7eb13d4c%22	https://rubikcare.com/frontassets/img/icons/ic-clinic.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/ic-clinic.png	(from https://rubikcare.com/)
15:46:39	1079/1079	---M--	200	added ('OK')	image/png	etag:%221d8ad8c7eb13d37%22	https://rubikcare.com/frontassets/img/icons/clinic-gray.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/clinic-gray.png	(from https://rubikcare.com/)
15:46:39	870/870	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8ad8c7eb13a66%22	https://rubikcare.com/frontassets/img/icons/video-call-active.svg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/video-call-active.svg	(from https://rubikcare.com/)
15:46:40	870/870	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8ad8c7eb13a66%22	https://rubikcare.com/frontassets/img/icons/video-call.svg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/video-call.svg	(from https://rubikcare.com/)
15:46:40	1315/1315	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8ad8c7eb13c23%22	https://rubikcare.com/frontassets/img/icons/home-visit-active.svg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/home-visit-active.svg	(from https://rubikcare.com/)
15:46:40	1315/1315	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d8ad8c7eb13c23%22	https://rubikcare.com/frontassets/img/icons/home-visit.svg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/icons/home-visit.svg	(from https://rubikcare.com/)
15:46:40	60629/60629	---M--	200	added ('OK')	image/jpeg	etag:%221d8cea8c312fb55%22	https://api.rubikcare.com/Upload/reduced_20220922192843662968DLsdfzOW0AICUiW.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_20220922192843662968DLsdfzOW0AICUiW.jpg	(from https://rubikcare.com/)
15:46:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Sep%202022%2013:46:39%20GMT	http://rubikcare.com/google.com	C:/My%20Web%20Sites/Rubickare/rubikcare.com/google.3e.delayed	(from https://rubikcare.com/)
15:46:42	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Sep%202022%2013:46:40%20GMT	https://rubikcare.com/google.com	C:/My%20Web%20Sites/Rubickare/rubikcare.com/google.com	(from https://rubikcare.com/)
15:46:42	78637/78637	---M--	200	added ('OK')	image/jpeg	etag:%221d8ad8c7a8428ad%22	https://rubikcare.com/frontassets/img/img-05.jpg	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/img-05.jpg	(from https://rubikcare.com/)
15:46:44	138704/138704	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:42%20GMT	https://rubikcare.com/Home/DoctorProfile/10304	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/DoctorProfile/10304.html	(from https://rubikcare.com/)
15:46:44	97711/97711	---M--	200	added ('OK')	image/jpeg	etag:%221d8bc6aa2215eaf%22	https://api.rubikcare.com/Upload/reduced_202208301418379949622MagazinePic-17-2.3.001-bigpicture_17_2.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_202208301418379949622MagazinePic-17-2.3.001-bigpicture_17_2.jpg	(from https://rubikcare.com/)
15:46:45	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2023%20Sep%202022%2013:46:43%20GMT	https://rubikcare.com/Patient/Booking?Id=10304&Type=1	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Patient/Booking0e9f	(from https://rubikcare.com/)
15:46:45	135029/135029	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:43%20GMT	https://rubikcare.com/patient/Login?ReturnUrl=%2FPatient%2FBooking%3FId%3D10304%26Type%3D1	C:/My%20Web%20Sites/Rubickare/rubikcare.com/patient/Login711f.html	(from https://rubikcare.com/)
15:46:45	142711/142711	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:43%20GMT	https://rubikcare.com/Home/DoctorProfile/10283	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/DoctorProfile/10283.html	(from https://rubikcare.com/)
15:46:45	35941/35941	---M--	200	added ('OK')	image/jpeg	etag:%221d8a74b332657e5%22	https://api.rubikcare.com/Upload/reduced_20220803171043894963FB_IMG_1655767838459.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_20220803171043894963FB_IMG_1655767838459.jpg	(from https://rubikcare.com/)
15:46:46	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2023%20Sep%202022%2013:46:44%20GMT	https://rubikcare.com/Patient/Booking?Id=10283&Type=1	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Patient/Bookinga206	(from https://rubikcare.com/)
15:46:46	135031/135031	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:44%20GMT	https://rubikcare.com/patient/Login?ReturnUrl=%2FPatient%2FBooking%3FId%3D10283%26Type%3D1	C:/My%20Web%20Sites/Rubickare/rubikcare.com/patient/Login826d.html	(from https://rubikcare.com/)
15:46:46	36056/36056	---M--	200	added ('OK')	image/jpeg	etag:%221d8ceaaf6eeb058%22	https://api.rubikcare.com/Upload/reduced_202209221944294919610shutterstock_519507367.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_202209221944294919610shutterstock_519507367.jpg	(from https://rubikcare.com/)
15:46:46	32714/32714	---M--	200	added ('OK')	image/jpeg	etag:%221d8ceab0b32464a%22	https://api.rubikcare.com/Upload/reduced_2022092219453789611Pharmacist-With-Tablet.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_2022092219453789611Pharmacist-With-Tablet.jpg	(from https://rubikcare.com/)
15:46:46	105558/105558	---M--	200	added ('OK')	image/jpeg	etag:%221d8ceab564dd0d6%22	https://api.rubikcare.com/Upload/reduced_20220922194795559612California-Toxicity-Testing-Laboratory-Accredited-Lab-California.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_20220922194795559612California-Toxicity-Testing-Laboratory-Accredited-Lab-California.jpg	(from https://rubikcare.com/)
15:46:47	48526/48526	---M--	200	added ('OK')	image/png	etag:%221d8ceac61ecfe8e%22	https://api.rubikcare.com/Upload/reduced_202209221954384909613_%d9%84%d9%82%d8%b7%d8%a9%20%d8%a7%d9%84%d8%b4%d8%a7%d8%b4%d8%a9%20%d9%a2%d9%a0%d9%a2%d9%a1-%d9%a1%d9%a0-%d9%a0%d9%a3%20%d9%81%d9%8a%20%d9%a8.%d9%a4%d9%a4.%d9%a4%d9%a4%c2%a0%d9%85.png	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_202209221954384909613_%d9%84%d9%82%d8%b7%d8%a9%20%d8%a7%d9%84%d8%b4%d8%a7%d8%b4%d8%a9%20%d9%a2%d9%a0%d9%a2%d9%a1-%d9%a1%d9%a0-%d9%a0%d9%a3%20%d9%81%d9%8a%20%d9%a8.%d9%a4%d9%a4.%d9%a4%d9%a4%c2%a0%d9%85.png	(from https://rubikcare.com/)
15:46:47	151597/151597	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:45%20GMT	https://rubikcare.com/Home/BlogDetails/29	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/BlogDetails/29.html	(from https://rubikcare.com/)
15:46:47	100622/100622	---M--	200	added ('OK')	image/jpeg	etag:%221d8be001477b50e%22	https://api.rubikcare.com/Upload/reduced_20220901144056763961216165995681-02.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_20220901144056763961216165995681-02.jpg	(from https://rubikcare.com/)
15:46:47	145583/145583	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:45%20GMT	https://rubikcare.com/Home/BlogDetails/28	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/BlogDetails/28.html	(from https://rubikcare.com/)
15:46:48	61755/61755	---M--	200	added ('OK')	image/jpeg	etag:%221d8bdfe9e25fb3b%22	https://api.rubikcare.com/Upload/reduced_202209011430284749610161850924144%20(1).jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_202209011430284749610161850924144%20(1).jpg	(from https://rubikcare.com/)
15:46:48	149223/149223	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:46%20GMT	https://rubikcare.com/Home/BlogDetails/27	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/BlogDetails/27.html	(from https://rubikcare.com/)
15:46:48	108984/108984	---M--	200	added ('OK')	image/jpeg	etag:%221d8bdf74df7d038%22	https://api.rubikcare.com/Upload/reduced_20220901133871269691616531470Untitled-1-02.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_20220901133871269691616531470Untitled-1-02.jpg	(from https://rubikcare.com/)
15:46:48	146484/146484	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:46%20GMT	https://rubikcare.com/Home/BlogDetails/26	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/BlogDetails/26.html	(from https://rubikcare.com/)
15:46:49	309040/309040	---M--	200	added ('OK')	image/jpeg	etag:%221d8bdf5eabca0b0%22	https://api.rubikcare.com/Upload/reduced_202209011328107789641622114610Untitled-1-01.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_202209011328107789641622114610Untitled-1-01.jpg	(from https://rubikcare.com/)
15:46:49	151346/151346	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:47%20GMT	https://rubikcare.com/Home/BlogDetails/25	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/BlogDetails/25.html	(from https://rubikcare.com/)
15:46:49	113492/113492	---M--	200	added ('OK')	image/jpeg	etag:%221d8bdf45733ac54%22	https://api.rubikcare.com/Upload/reduced_2022090113165394796316165977821-09.jpg	C:/My%20Web%20Sites/Rubickare/api.rubikcare.com/Upload/reduced_2022090113165394796316165977821-09.jpg	(from https://rubikcare.com/)
15:46:49	131981/131981	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:46:47%20GMT	https://rubikcare.com/Home/Bloglist	C:/My%20Web%20Sites/Rubickare/rubikcare.com/Home/Bloglist-2.html	(from https://rubikcare.com/)
15:46:49	5446/5446	---M--	200	added ('OK')	image/png	etag:%221d8ad8c7a850ec6%22	https://rubikcare.com/frontassets/img/footer-logo.png	C:/My%20Web%20Sites/Rubickare/rubikcare.com/frontassets/img/footer-logo.png	(from https://rubikcare.com/)
